Instance,Total_Time_(s),Best_Fitness,Best_Chromosome,Log_File
abz5.txt,1637.45,0.24230145867098865,"['h_lp_relaxation', 'h_simplified_shifting_bottleneck', 'PDIV', 4.0, 'h_1mach_preemptive', 'MULTIPLY', 7.44, 'h_lp_relaxation', 'MULTIPLY', 'SUBTRACT', 'MAX', 2.13, 'h_1mach_preemptive', 'MULTIPLY', 6.44, 'h_1mach_preemptive', 'MULTIPLY', 'MAX', 'h_simplified_shifting_bottleneck', 'h_1mach_non_preemptive', 'MULTIPLY', 'ADD', 'SUBTRACT', 5.49, 'h_1mach_non_preemptive', 'MULTIPLY', 'h_machine_based', 'MULTIPLY', 7.28, 'h_simplified_shifting_bottleneck', 'MULTIPLY', 'h_machine_based', 'SUBTRACT', 'MULTIPLY', 8.48, 'h_simplified_shifting_bottleneck', 'MULTIPLY', 3.72, 'h_lp_relaxation', 'MULTIPLY', 'MIN', 'h_lp_relaxation', 8.34, 'h_lp_relaxation', 'MULTIPLY', 'MULTIPLY', 'PDIV', 'MAX', 'ADD', 8.65, 'h_machine_based', 'MULTIPLY', 'h_simplified_shifting_bottleneck', 'ADD', 4.3, 'h_machine_based', 'MULTIPLY', 6.16, 'h_lp_relaxation', 'MULTIPLY', 'MIN', 'MIN', 8.68, 'h_simplified_shifting_bottleneck', 'MULTIPLY', 0.75, 'h_simplified_shifting_bottleneck', 'MULTIPLY', 'MIN', 'h_1mach_preemptive', 5.69, 'h_1mach_non_preemptive', 'MULTIPLY', 'SUBTRACT', 'SUBTRACT', 'SUBTRACT', 0.51, 'h_machine_based', 'MULTIPLY', 'h_1mach_preemptive', 'MIN', 'h_simplified_shifting_bottleneck', 8.69, 'h_job_based', 'MULTIPLY', 'ADD', 'PDIV', 'h_job_based', 'h_lp_relaxation', 'MAX', 8.15, 'h_job_based', 'MULTIPLY', 'h_1mach_non_preemptive', 'PDIV', 'MAX', 'ADD', 'MULTIPLY', 'MULTIPLY']",JSP_EA_batch_logs\abz5_log.txt
ft06.txt,1561.28,26.87272727272727,"[9.94, 'h_machine_based', 'MULTIPLY']",JSP_EA_batch_logs\ft06_log.txt
