Node_Count,Gap_Percent
100,100.0
200,9.633139477083148
300,9.633139477083148
400,8.956605154952015
500,8.956605154952015
600,8.956605154952015
700,8.956605154952015
800,8.004332808650148
900,8.004332808650148
1000,8.004332808650148
1100,8.004332808650148
1200,8.004332808650148
1300,8.004332808650148
1400,8.004332808650148
1500,8.004332808650148
1600,8.004332808650148
1700,8.004332808650148
1800,8.004332808650148
1900,8.004332808650148
2000,8.004332808650148
2100,8.004332808650148
2200,8.004332808650148
2300,8.004332808650148
2400,8.004332808650148
2500,8.004332808650148
2600,8.004332808650148
2700,8.004332808650148
2800,8.004332808650148
2900,8.004332808650148
3000,8.004332808650148
3100,8.004332808650148
3200,8.004332808650148
3300,7.6050924434879095
3400,7.6050924434879095
3500,7.6050924434879095
3600,7.6050924434879095
3700,7.6050924434879095
3800,7.6050924434879095
3900,7.6050924434879095
4000,7.6050924434879095
4100,7.6050924434879095
4200,7.6050924434879095
4300,7.6050924434879095
4400,7.6050924434879095
4500,7.6050924434879095
4600,7.6050924434879095
4700,7.6050924434879095
4800,7.6050924434879095
4900,7.6050924434879095
5000,7.6050924434879095
5100,7.6050924434879095
5200,7.6050924434879095
5300,7.6050924434879095
5400,7.6050924434879095
5500,7.6050924434879095
5600,7.6050924434879095
5700,7.6050924434879095
5800,7.6050924434879095
5900,7.6050924434879095
6000,7.6050924434879095
6100,7.6050924434879095
6200,7.6050924434879095
6300,7.6050924434879095
6400,7.6050924434879095
6500,7.6050924434879095
6600,7.6050924434879095
6700,7.6050924434879095
6800,7.6050924434879095
6900,7.6050924434879095
7000,7.6050924434879095
7100,7.6050924434879095
7200,7.6050924434879095
7300,7.6050924434879095
7400,7.6050924434879095
7500,7.6050924434879095
7600,7.6050924434879095
7700,7.6050924434879095
7800,7.6050924434879095
7900,7.6050924434879095
8000,7.6050924434879095
8100,7.6050924434879095
8200,7.6050924434879095
8300,7.6050924434879095
8400,7.6050924434879095
8500,7.6050924434879095
8600,7.6050924434879095
8700,7.6050924434879095
8800,7.6050924434879095
8900,7.6050924434879095
9000,7.6050924434879095
9100,7.6050924434879095
9200,7.6050924434879095
9300,7.6050924434879095
9400,7.6050924434879095
9500,7.6050924434879095
9600,7.6050924434879095
9700,7.6050924434879095
9800,7.6050924434879095
9900,7.6050924434879095
10000,7.6050924434879095
10100,7.6050924434879095
10200,7.6050924434879095
10300,7.6050924434879095
