Instance,Best Known Cost,Cost,Gap to BKS,Nodes Expanded,Nodes Generated,Running Time (s),Is Optimal,Infeasibility
C104.txt,822.9,1397.8026756972627,69.86%,7752,25480,10.005750894546509,False (Time Limit),False
C201.txt,589.1,1756.190868702137,198.11%,12781,46229,10.010952472686768,False (Time Limit),False
R104.txt,971.5,1475.9943759256962,51.93%,14008,46322,10.013529062271118,False (Time Limit),False
R203.txt,870.8,1760.2458897069748,102.14%,8247,24467,10.007999420166016,False (Time Limit),False
RC104.txt,1132.3,1776.870206616999,56.93%,10841,38007,10.030513286590576,False (Time Limit),False
C1_2_10.TXT,2643.51,6667.414496086404,152.22%,3117,8148,10.109004974365234,False (Time Limit),False
C2_2_10.TXT,1806.58,5455.235510437234,201.96%,3161,8716,10.120890617370605,False (Time Limit),False
R1_2_10.TXT,3301.18,7594.405181883289,130.05%,2461,6094,10.045157194137573,False (Time Limit),False
R2_2_10.TXT,2654.97,7513.434321919353,183.00%,2809,7417,10.019371032714844,False (Time Limit),False
RC2_2_10.TXT,2015.6,5754.7715003469,185.51%,2184,5518,10.016330003738403,False (Time Limit),False
