Instance,Best Known Cost,Cost,Gap to BKS,Nodes Expanded,Nodes Generated,Running Time (s),Is Optimal,Infeasibility
C104.txt,822.9,1444.7485802926383,75.57%,61889,377618,1800.5971479415894,False (Time Limit),False
C201.txt,589.1,1569.3074082735395,166.39%,65597,410845,1800.16689991951,False (Time Limit),False
R104.txt,971.5,1531.8005085552288,57.67%,71240,463146,1800.139449596405,False (Time Limit),False
R203.txt,870.8,1467.5311525751467,68.53%,61568,403454,1800.109935283661,False (Time Limit),False
RC104.txt,1132.3,1731.5377608485553,52.92%,67502,418521,1800.144758939743,False (Time Limit),False
C1_2_10.TXT,2643.51,4513.5107968426555,70.74%,9108,58094,1800.3130640983582,False (Time Limit),False
C2_2_10.TXT,1806.58,2990.856856775686,65.55%,9240,60722,1800.4036428928375,False (Time Limit),False
R1_2_10.TXT,3301.18,5110.478446178228,54.81%,9223,56476,1800.5345425605774,False (Time Limit),False
R2_2_10.TXT,2654.97,4353.766583428009,63.99%,8743,55397,1800.439078092575,False (Time Limit),False
RC2_2_10.TXT,2015.6,3115.2178468869115,54.56%,8512,58109,1800.6614937782288,False (Time Limit),False
